tsy, 20170503
30, 0.0068000000000000005
91, 0.008
182, 0.009899999999999999
365, 0.010700000000000001
730, 0.0128
1095, 0.014499999999999999
1825, 0.0181
2555, 0.021
3650, 0.0229
7300, 0.026699999999999998
10950, 0.0296
